pageid,ns,title,extract
264379,0,Cincinnati/Northern Kentucky International Airport,"Cincinnati/Northern Kentucky International Airport (IATA: CVG, ICAO: KCVG, FAA LID: CVG) is a public international airport located in Hebron, Kentucky, United States. It serves the Cincinnati tri-state area. The airport's code, CVG, is derived  from the nearest city at the time of its opening, Covington, Kentucky. CVG covers an area of 7,700 acres (3,100 ha).Cincinnati/Northern Kentucky International Airport offers non-stop passenger service to over 50 destinations in North America and Europe. The airport is a global hub for Amazon Air, Atlas Air, ABX Air, Kalitta Air, and DHL Aviation, handling numerous domestic and international cargo flights every day. CVG is currently the 7th busiest airport in the United States by cargo traffic, and is additionally the fastest-growing cargo airport in North America."
264379,0,Cincinnati/Northern Kentucky International Airport,"Cincinnati/Northern Kentucky International Airport (IATA: CVG, ICAO: KCVG, FAA LID: CVG) is a public international airport located in Hebron, Kentucky, United States. It serves the Cincinnati tri-state area. The airport's code, CVG, is derived  from the nearest city at the time of its opening, Covington, Kentucky. CVG covers an area of 7,700 acres (3,100 ha).Cincinnati/Northern Kentucky International Airport offers non-stop passenger service to over 50 destinations in North America and Europe. The airport is a global hub for Amazon Air, Atlas Air, ABX Air, Kalitta Air, and DHL Aviation, handling numerous domestic and international cargo flights every day. CVG is currently the 7th busiest airport in the United States by cargo traffic, and is additionally the fastest-growing cargo airport in North America."
15505345,0,Cincinnati International Airport,
1099595,0,Cincinnati Northern Kentucky International Airport,
49338828,0,Cincinnati–Northern Kentucky International Airport,
23000724,0,Ciudad Acuna International Airport,
23000723,0,Ciudad Acuña International Airport,"Ciudad Acuña International Airport (Spanish: Aeropuerto Internacional de Ciudad Acuña, IATA: ACN, ICAO: MMCC) is an airport serving Ciudad Acuña, a city in the Coahuila state in México."
41822781,0,Ciudad Juarez International Airport,
2170133,0,Ciudad Juárez International Airport,"Abraham González International Airport (IATA: CJS, ICAO: MMCS) is an international airport located in Ciudad Juárez, Chihuahua, Mexico, near the Mexico–United States border opposite El Paso, Texas. It accommodates national and international air traffic of the city of Ciudad Juárez. It is named after Governor Abraham González of the State of Chihuahua.
In 2013, Volaris initiated over 25 weekly flights departing Ciudad Juárez.In 2019, Abraham González International Airport handled 1,597,471 passengers, and in 2020 it handled 790,009. One of the fastest growing airports in Mexico, traffic has doubled in the last five years."
8229549,0,Ciudad Obregon International Airport,
1847611,0,Ciudad Obregón International Airport,"Ciudad Obregón International Airport (IATA: CEN, ICAO: MMCN) is an international airport located 15 kilometers (9.3 miles) to the southeast of the center of Ciudad Obregón, Sonora, Mexico. It has one terminal with three gates and two jetways. There are two additional parking spaces for commercial aircraft. The airport is operated by Aeropuertos y Servicios Auxiliares, a federal government-owned corporation. The airport first came under management by Aeropuertos y Serviciois Auxiliares in 1965 after the corporation was first created to manage airport terminals in Mexico.
In 2019, the airport handled 373,337 passengers, and in 2020 it handled 215,145 passengers."
5463180,0,Ciudad Real International Airport,"Ciudad Real International Airport or CRIA (IATA: CQM, ICAO: LERL), previously known as Central Airport CR, Don Quijote Airport and South Madrid Airport, is an international airport and long-storage facility, situated south of Ciudad Real in Spain. Constructed at a cost of €1.1 billion, it was opened in 2009, and became the first international private airport in Spain.
Operations at the site ran for three years until April 2012, when its previous management company filed for bankruptcy and went into receivership, after the last flight operator, low-cost airline Vueling, withdrew its last route from the airport. It remained closed for seven years until finally reopening in September 2019, however without any scheduled passenger traffic.

"
2163506,0,Ciudad Victoria International Airport,"General Pedro José Méndez International Airport (Spanish: Aeropuerto Internacional General Pedro José Méndez, IATA: CVM, ICAO: MMCV), also known as Ciudad Victoria International Airport (Aeropuerto Internacional de Ciudad Victoria), is an international airport located in Ciudad Victoria, Tamaulipas, Mexico. It handles air traffic of the city of Ciudad Victoria. The airport is operated by Aeropuertos y Servicios Auxiliares, a federal government-owned corporation.

"
2163573,0,Ciudad del Carmen International Airport,"Ciudad del Carmen International Airport (IATA: CME, ICAO: MMCE) is an international airport located in Ciudad del Carmen, Campeche, Mexico. It handles national and international air traffic of the city of Ciudad del Carmen. It is operated by Aeropuertos y Servicios Auxiliares, a federal government-owned corporation.
The contraction in the oil and petrochemical activity in the area had a negative impact on the airport's operations. All scheduled international flights were canceled, and from a peak of 661,901 passengers in 2014, the airport handled 260,074 passengers in 2020."
23365765,0,Ciudad del carmen international airport,
2055880,0,Clark International Airport,"Clark International Airport (Kapampangan: Pangyatung Sulapawan ning Clark; Filipino: Paliparang Pandaigdig ng Clark; IATA: CRK, ICAO: RPLC) is an international airport covering portions of the cities of Angeles and Mabalacat within the Clark Freeport Zone in the province of Pampanga, Philippines. It is located 43.2 NM (80.0 km; 49.7 mi) northwest of Manila. It is accessible through the Subic–Clark–Tarlac Expressway (SCTEX).
The airport serves Central Luzon, Northern Luzon, and to an extent, Metro Manila. The name is derived from the former American Clark Air Base which was the largest overseas base of the United States Air Force until it was closed in 1991 and handed over to the Government of the Philippines.
The airport is managed and operated by Luzon International Premier Airport Development (LIPAD) Corp., a consortium of JG Summit Holdings, Filinvest Development Corporation, Philippine Airport Ground Support Solutions (PAGSS) Inc., and Changi Airports Philippines Pte. Ltd.; while the southern part of the facility is utilized by the Philippine Air Force as Clark Air Base.The airport serves both international and domestic flights. A new passenger terminal building has been constructed by Filipino engineering and infrastructure firm Megawide Construction Corporation and the construction of the new terminal was completed in September 2020. It is expected to be inaugurated and opened within 2021. The airport has been nominated for the Prix Versailles awards, which recognizes the best architecture and design projects in the world, competing with the Berlin Brandenburg Airport in Germany, Athens International Airport in Greece, and more airports.

"
3371273,0,Clayton J. Lloyd International Airport,"Clayton J. Lloyd International Airport (IATA: AXA, ICAO: TQPF) (formerly known as the Anguilla Wallblake Airport) is a small international airport located on the island of Anguilla, a British Overseas Territory in the Caribbean.  It is located very close to The Valley, the island's capital. Wallblake Airport is also a featured airport in one of the Flight Simulator X game demos. It has a small terminal with no jetways and is the only airport in Anguilla.
The airport became known as the ""Clayton J. Lloyd International Airport"" on 4 July 2010.  Its namesake was the first Anguillan aviator and founded the first Anguillan air service, Air Anguilla, which was later renamed Valley Air Service. The airport houses the Anguilla Outstation of the Eastern Caribbean Civil Aviation Authority.

"
29788467,0,Clayton Lloyd International Airport,
15437282,0,Clearwater International Airport,
669756,0,Cleveland-Hopkins International Airport,
669756,0,Cleveland-Hopkins International Airport,
